,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,trending
15,FEDOT,aimclub/FEDOT,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37,2024-09-30 08:54:39,2024-09-30 08:54:32,897,18.0,85.0,10.0,764.0,98.0,450.0,635,2024-08-28 11:07:57,0.7.4,,,18.0,Automated modeling and machine learning framework FEDOT.,53.0,53.0,34.0,22,True,others,1.0,
16,Platypus,Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,GPL-3.0,2015-10-09 19:19:17,2024-10-07 02:45:44,2024-10-07 02:45:44,403,133.0,149.0,19.0,73.0,,177.0,568,2024-10-07 02:27:36,1.4.1,20.0,0.0,10.0,A Free and Open Source Python Library for Multiobjective Optimization.,210.0,210.0,19.0,22,True,others,1.0,9.0
17,NiaPy,NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,MIT,2018-02-06 11:25:36,2024-10-09 14:59:36,2024-09-22 13:41:37,1522,10.0,77.0,11.0,483.0,9.0,92.0,258,2024-05-17 08:30:57,2.3.1,,,32.0,Python microframework for building nature-inspired algorithms. Official docs: https://niapy.org.,90.0,90.0,34.0,22,True,others,1.0,
18,hivemind,learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19,2024-07-16 07:33:35,2024-07-15 22:10:03,578,3.0,154.0,56.0,466.0,59.0,103.0,2006,2023-08-31 20:07:52,1.1.10,,,25.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,113.0,113.0,32.0,21,True,others,1.0,
19,gplearn,trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14,2023-11-29 15:04:03,2023-08-12 06:34:27,161,,275.0,51.0,87.0,22.0,191.0,1593,2022-05-03 10:56:08,0.4.2,,,1.0,"Genetic Programming in Python, with a scikit-learn inspired API.",658.0,658.0,10.0,21,False,others,1.0,
20,Gradient-Free-Optimizers,SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,MIT,2020-04-04 06:35:55,2024-09-22 07:04:19,2024-09-22 07:04:13,878,51.0,83.0,21.0,6.0,11.0,35.0,1199,2024-08-14 15:05:08,1.6.0,44.0,1.0,6.0,"Simple and reliable optimization with local, global, population-based and sequential techniques in numerical discrete..",36.0,36.0,7.0,21,True,others,1.0,
21,pagmo2,esa/pagmo2,https://github.com/esa/pagmo2,https://github.com/esa/pagmo2,GPL-3.0,2017-01-08 21:53:43,2024-10-08 09:19:53,2024-10-08 09:19:53,4632,14.0,158.0,34.0,320.0,43.0,195.0,825,2024-08-09 18:47:03,2.19.1,,,26.0,A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,60.0,21,True,others,1.0,
22,nengo,nengo/nengo,https://github.com/nengo/nengo,https://github.com/nengo/nengo,,2013-04-20 18:46:06,2024-02-28 20:13:02,2023-11-17 15:42:30,1756,,172.0,75.0,925.0,120.0,648.0,821,2023-11-17 15:28:21,4.0.0,,,21.0,A Python library for creating and simulating large-scale brain models.,234.0,234.0,42.0,21,False,others,1.0,
23,concordia,google-deepmind/concordia,https://github.com/google-deepmind/concordia,https://github.com/google-deepmind/concordia,Apache-2.0,2023-11-21 13:34:11,2024-10-10 15:18:50,2024-10-10 15:16:48,691,295.0,113.0,19.0,60.0,5.0,32.0,621,2024-10-08 17:05:55,1.8.3,,,14.0,A library for generative social simulation.,11.0,11.0,19.0,21,True,others,1.0,
24,jMetalPy,jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,MIT,2017-01-18 10:25:58,2024-09-02 15:12:47,2024-09-02 15:12:43,1181,6.0,146.0,22.0,70.0,3.0,103.0,515,2024-05-29 15:49:17,1.7.0,99.0,1.0,8.0,A framework for single/multi-objective optimization with metaheuristics.,94.0,94.0,33.0,21,True,others,1.0,
25,theseus,facebookresearch/theseus,https://github.com/facebookresearch/theseus,https://github.com/facebookresearch/theseus,MIT,2021-11-18 20:28:27,2024-09-26 18:33:03,2024-09-26 18:32:20,354,6.0,122.0,31.0,422.0,72.0,120.0,1743,2024-09-11 17:13:49,0.2.2,,,10.0,A library for differentiable nonlinear optimization.,5.0,5.0,26.0,20,True,others,2.0,
26,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48,2024-09-17 16:58:38,2024-09-17 16:54:12,502,16.0,75.0,5.0,94.0,3.0,61.0,310,2024-09-17 16:58:38,0.11.1,,,18.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",50.0,50.0,14.0,20,True,others,2.0,
27,HEBO,huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,,2021-09-10 06:02:05,2024-10-10 00:30:04,2024-10-10 00:27:16,218,5.0,585.0,340.0,42.0,15.0,34.0,3256,,,,,1.0,Bayesian optimisation & Reinforcement Learning library developped by Huawei Noahs Ark Lab.,118.0,118.0,22.0,19,False,others,2.0,
28,geatpy,geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,LGPL-3.0,2018-08-23 13:26:31,2024-09-20 10:00:21,2024-09-20 10:00:21,403,5.0,722.0,46.0,8.0,153.0,216.0,1997,2022-01-09 08:11:32,2.7.0,4508.0,136.0,2.0,Evolutionary algorithm toolbox and framework with high performance for Python.,,,8.0,19,True,others,2.0,
29,mealpy,thieu1995/mealpy,https://github.com/thieu1995/mealpy,https://github.com/thieu1995/mealpy,GPL-3.0,2020-03-16 10:16:54,2024-09-03 21:46:52,2024-06-12 15:50:21,1759,,175.0,13.0,24.0,8.0,137.0,872,2023-11-05 09:30:19,3.0.1,,,56.0,A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-..,110.0,110.0,14.0,19,True,others,2.0,
30,evox,EMI-Group/evox,https://github.com/EMI-Group/evox,https://github.com/EMI-Group/evox,BSD-3-Clause,2022-07-27 03:11:41,2024-09-24 04:35:42,2024-09-24 04:35:42,1153,15.0,34.0,3.0,119.0,,27.0,201,2024-04-23 13:55:13,0.8.1,,,15.0,Distributed GPU-Accelerated Framework for Evolutionary Computation. Comprehensive Library of Evolutionary Algorithms &..,3.0,3.0,23.0,19,True,others,2.0,
31,ann-benchmarks,erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43,2024-09-02 06:22:28,2024-09-02 06:22:28,1567,5.0,704.0,118.0,338.0,63.0,145.0,4893,,,,,,Benchmarks of approximate nearest neighbor libraries in Python.,,,107.0,18,True,others,2.0,
32,triangula,rh12503/triangula,https://github.com/rh12503/triangula,https://github.com/rh12503/triangula,MIT,2021-04-02 12:38:24,2021-09-02 02:11:07,2021-09-02 02:11:07,100,,123.0,42.0,3.0,8.0,13.0,3845,2021-05-21 12:57:14,1.2.0,6408.0,152.0,5.0,Generate high-quality triangulated and polygonal art from images.,11.0,11.0,3.0,18,False,others,2.0,
33,lion-pytorch,lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,MIT,2023-02-15 04:24:19,2024-06-15 16:29:11,2024-06-15 16:29:09,45,,46.0,15.0,8.0,8.0,15.0,2016,2024-06-15 16:27:50,0.2.2,,,14.0,"Lion, new optimizer discovered by Google Brain using genetic algorithms that is purportedly better than Adam(w), in..",716.0,716.0,5.0,18,True,others,2.0,
34,sklearn-deap,rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34,2024-02-10 07:16:54,2021-07-30 15:06:27,104,,126.0,30.0,29.0,19.0,34.0,772,2021-07-30 15:07:28,0.3.0,,,14.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,47.0,47.0,23.0,18,False,others,2.0,
35,minerl,minerllabs/minerl,https://github.com/minerllabs/minerl,https://github.com/minerllabs/minerl,,2019-04-23 16:55:21,2024-08-20 22:57:00,2024-08-20 22:57:00,795,4.0,148.0,19.0,305.0,216.0,264.0,688,2023-08-23 21:30:19,1.0.2,,,7.0,MineRL Competition for Sample Efficient Reinforcement Learning - Python Package.,131.0,131.0,47.0,18,False,others,2.0,
36,QDax,adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,MIT,2022-02-11 15:48:57,2024-10-09 15:02:22,2024-09-20 17:33:24,162,3.0,41.0,5.0,128.0,27.0,48.0,263,2024-09-09 15:26:18,0.4.0,,,7.0,Accelerated Quality-Diversity.,13.0,13.0,14.0,18,True,others,2.0,
37,pypop,Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,GPL-3.0,2021-01-26 14:55:43,2024-10-10 12:34:44,2024-10-10 12:34:44,7556,478.0,29.0,5.0,442.0,1.0,8.0,194,2024-07-12 08:42:09,0.0.82,,,3.0,"PyPop7: A Pure-Python Library for POPulation-based Black-Box Optimization (BBO), especially their *Large-Scale*..",,,15.0,18,True,others,2.0,
38,propulate,Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,BSD-3-Clause,2022-05-24 08:19:12,2024-10-08 16:32:01,2024-10-08 16:31:57,1015,66.0,6.0,3.0,49.0,54.0,62.0,32,2024-06-08 06:31:25,1.2.2,,,4.0,Propulate is an asynchronous population-based optimization algorithm and software package for global optimization and..,4.0,4.0,25.0,18,False,others,2.0,
39,eaopt,MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,MIT,2016-01-31 00:04:52,2024-03-07 11:26:39,2024-03-07 11:26:38,348,,95.0,31.0,34.0,8.0,14.0,886,2017-11-28 19:51:38,0.4.1,,,9.0,"Evolutionary optimization library for Go (genetic algorithm, partical swarm optimization, differential evolution).",47.0,47.0,18.0,17,True,others,2.0,
40,opytimizer,gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01,2024-08-18 17:08:08,2024-08-18 17:07:49,821,2.0,40.0,15.0,18.0,,22.0,600,2024-08-18 17:09:46,3.1.4,,,28.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,19.0,19.0,4.0,17,True,others,2.0,
41,cmaes,CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,MIT,2020-01-30 20:13:13,2024-09-11 05:20:53,2024-09-11 05:20:52,480,15.0,61.0,13.0,152.0,5.0,31.0,360,2024-08-13 07:03:53,0.11.1,305.0,5.0,19.0,Python library for CMA Evolution Strategy.,,,8.0,17,True,others,2.0,
42,pyribs,icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,MIT,2020-09-10 07:47:17,2024-08-03 20:13:47,2024-07-19 02:40:46,460,2.0,33.0,13.0,380.0,17.0,90.0,208,2024-03-14 09:44:26,0.7.1,,,14.0,A bare-bones Python library for quality diversity optimization.,56.0,56.0,15.0,17,True,others,2.0,-3.0
43,Lenia,Chakazul/Lenia,https://github.com/Chakazul/Lenia,https://github.com/Chakazul/Lenia,MIT,2018-02-25 05:51:46,2024-07-19 08:43:34,2022-03-15 17:08:40,174,,221.0,91.0,12.0,4.0,11.0,3535,2020-10-14 17:52:12,3.5,1635.0,34.0,2.0,Lenia - Mathematical Life Forms.,,,9.0,16,False,others,2.0,
44,PlatEMO,BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,,2018-10-12 14:25:39,2024-09-05 01:24:29,2024-09-05 01:23:40,343,4.0,457.0,46.0,56.0,71.0,37.0,1589,2024-09-03 01:34:13,4.8,1125.0,15.0,27.0,Evolutionary multi-objective optimization platform.,,,12.0,16,False,others,2.0,
45,evosax,RobertTLange/evosax,https://github.com/RobertTLange/evosax,https://github.com/RobertTLange/evosax,Apache-2.0,2020-12-30 14:14:37,2024-05-12 10:11:05,2024-05-12 10:11:05,278,,43.0,10.0,32.0,16.0,25.0,491,2024-03-06 17:13:36,.0.1.6,,,16.0,Evolution Strategies in JAX.,95.0,95.0,7.0,16,True,others,2.0,
46,pygmo2,esa/pygmo2,https://github.com/esa/pygmo2,https://github.com/esa/pygmo2,MPL-2.0,2020-01-07 09:22:45,2024-08-10 11:03:52,2024-08-10 11:03:52,607,5.0,56.0,10.0,63.0,38.0,57.0,439,2024-08-09 18:53:13,2.19.7,,,14.0,A Python platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,10.0,16,True,others,2.0,
47,evogym,EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,MIT,2022-01-26 17:56:55,2024-08-10 18:55:41,2024-07-09 01:30:25,59,,32.0,7.0,18.0,,27.0,193,2024-08-10 18:55:41,2.0.0,,,2.0,"A large-scale benchmark for co-optimizing the design and control of soft robots, as seen in NeurIPS 2021.",4.0,4.0,3.0,16,True,others,2.0,3.0
48,sotopia,sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,MIT,2023-10-23 19:47:26,2024-10-10 17:20:06,2024-10-08 18:20:18,245,32.0,19.0,2.0,153.0,12.0,54.0,151,2024-10-04 21:05:11,0.1.0-rc.5,,,11.0,Sotopia: an Open-ended Social Learning Environment (ICLR 2024 spotlight).,6.0,6.0,12.0,16,True,others,2.0,
49,ngc-learn,NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,BSD-3-Clause,2022-04-19 21:20:05,2024-10-07 01:14:23,2024-10-07 01:14:23,1111,21.0,20.0,6.0,56.0,4.0,7.0,111,2024-06-20 18:51:24,1.2.0-beta,,,7.0,NGC-Learn: Neurobiological Learning and Biomimetic Systems Simulation in Python.,3.0,3.0,11.0,16,True,others,2.0,
50,NIR,neuromorphs/NIR,https://github.com/neuromorphs/NIR,https://github.com/neuromorphs/NIR,BSD-3-Clause,2023-07-01 20:27:43,2024-09-21 08:38:07,2024-09-21 08:37:02,230,8.0,9.0,12.0,79.0,9.0,27.0,73,2024-04-24 15:30:07,1.0.4,,,12.0,Neuromorphic Intermediate Representation reference implementation.,58.0,58.0,14.0,16,False,others,2.0,
51,evo,evo-design/evo,https://github.com/evo-design/evo,https://github.com/evo-design/evo,Apache-2.0,2024-02-17 19:11:33,2024-09-05 14:26:09,2024-09-05 14:26:09,35,4.0,113.0,18.0,25.0,18.0,33.0,938,2024-04-30 22:35:35,0.1.2,,,2.0,Biological foundation modeling from molecular to genome scale.,3.0,3.0,8.0,15,True,others,2.0,
52,mindcraft,kolbytn/mindcraft,https://github.com/kolbytn/mindcraft,https://github.com/kolbytn/mindcraft,MIT,2023-08-16 06:39:59,2024-10-07 04:52:58,2024-10-07 04:52:55,397,51.0,135.0,25.0,83.0,59.0,68.0,846,,,,,,,,,10.0,15,False,others,2.0,
53,OpenELM,CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,MIT,2022-09-03 12:53:16,2023-11-15 11:36:05,2023-10-21 16:25:10,124,,84.0,25.0,64.0,6.0,5.0,689,2023-03-08 01:35:37,0.2.1,,,6.0,Evolution Through Large Models.,14.0,14.0,9.0,15,True,others,2.0,
54,swarmlib,HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,BSD-3-Clause,2018-11-04 16:47:18,2020-12-16 20:47:50,2020-12-16 20:46:22,246,,108.0,10.0,20.0,11.0,14.0,503,2020-12-16 20:49:37,0.14.1,254.0,3.0,23.0,This repository implements several swarm optimization algorithms and visualizes them. Implemented algorithms: Particle..,21.0,21.0,7.0,15,False,others,2.0,
55,xland-minigrid,corl-team/xland-minigrid,https://github.com/corl-team/xland-minigrid,https://github.com/corl-team/xland-minigrid,Apache-2.0,2023-12-01 17:14:25,2024-08-16 10:31:52,2024-08-16 10:31:52,62,8.0,15.0,9.0,21.0,4.0,11.0,192,2024-08-01 11:28:20,0.9.0,,,5.0,JAX-accelerated Meta-Reinforcement Learning Environments Inspired by XLand and MiniGrid.,10.0,10.0,6.0,15,True,others,2.0,
56,optunahub,optuna/optunahub,https://github.com/optuna/optunahub,https://github.com/optuna/optunahub,MIT,2024-04-18 08:23:00,2024-08-30 07:17:46,2024-08-30 07:17:45,177,54.0,7.0,,65.0,,1.0,33,2024-08-30 02:10:05,0.1.0,,,3.0,Python library to use packages in OptunaHub.,4.0,4.0,5.0,15,False,others,2.0,
57,NiaAML,firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,MIT,2020-08-21 17:03:06,2024-06-12 12:17:58,2024-06-12 11:21:02,344,,11.0,3.0,65.0,3.0,28.0,29,2024-06-12 12:17:58,2.1.0,,,32.0,Python automated machine learning framework.,29.0,29.0,10.0,15,False,others,2.0,
58,cambrian,cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,Apache-2.0,2024-06-17 07:00:41,2024-09-19 19:15:26,2024-09-19 19:15:23,55,11.0,113.0,21.0,11.0,34.0,32.0,1717,,,,,,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.,2.0,2.0,4.0,14,True,others,2.0,
59,dreamerv3,danijar/dreamerv3,https://github.com/danijar/dreamerv3,https://github.com/danijar/dreamerv3,MIT,2023-01-14 12:08:18,2024-07-29 22:55:04,2024-07-29 22:55:03,22,1.0,223.0,27.0,24.0,30.0,104.0,1310,,,,,,Mastering Diverse Domains through World Models.,6.0,6.0,10.0,14,True,others,2.0,
60,evotorch,nnaisense/evotorch,https://github.com/nnaisense/evotorch,https://github.com/nnaisense/evotorch,Apache-2.0,2022-08-08 18:03:06,2024-10-07 22:36:47,2024-08-03 20:58:17,74,3.0,62.0,16.0,72.0,11.0,33.0,1002,2023-11-02 11:09:00,0.5.1,,,8.0,"Advanced evolutionary computation library built directly on top of PyTorch, created at NNAISENSE.",,,6.0,14,True,others,2.0,
61,evojax,google/evojax,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07,2024-06-27 07:32:19,2024-06-27 07:26:43,298,,85.0,23.0,49.0,11.0,17.0,833,,,,,19.0,,26.0,26.0,14.0,14,False,others,2.0,
62,EvoloPy,7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,Apache-2.0,2016-05-18 11:03:21,2024-05-26 18:38:49,2024-05-26 18:38:43,197,,216.0,24.0,32.0,23.0,22.0,446,,,,,,EvoloPy toolbox provides classical and recent nature-inspired metaheuristic for the global optimization.,,,11.0,14,True,others,2.0,
63,crafter,danijar/crafter,https://github.com/danijar/crafter,https://github.com/danijar/crafter,MIT,2021-03-10 00:37:31,2024-01-23 23:33:05,2023-12-13 20:12:42,161,,61.0,9.0,7.0,5.0,16.0,376,,,,,,Benchmarking the Spectrum of Agent Capabilities.,185.0,185.0,4.0,14,True,others,2.0,
64,symbiants,MeoMix/symbiants,https://github.com/MeoMix/symbiants,https://github.com/MeoMix/symbiants,Apache-2.0,2023-02-25 01:48:23,2024-08-13 01:44:10,2024-08-13 01:39:25,690,46.0,3.0,4.0,8.0,20.0,28.0,220,,,,,,Ant Colony Sim + Daily Mental Health Exercises.,,,3.0,14,True,others,2.0,4.0
65,Craftax,MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,MIT,2024-02-02 10:56:30,2024-09-03 14:29:16,2024-09-03 14:29:14,79,2.0,19.0,3.0,16.0,1.0,12.0,192,2024-06-11 13:43:40,1.4.3,,,10.0,(Crafter + NetHack) in JAX. ICML 2024 Spotlight.,13.0,13.0,8.0,14,True,others,2.0,
66,fast-cma-es,dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,MIT,2020-01-14 12:22:14,2024-10-05 09:02:59,2024-10-05 08:57:28,973,23.0,17.0,4.0,9.0,3.0,12.0,119,,,,,,A Python 3 gradient-free optimization library.,67.0,67.0,6.0,14,True,others,2.0,
